Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
EASY,Longest Harmonious Subsequence,21.7,0.006478159368993867,https://leetcode.com/problems/longest-harmonious-subsequence,"Array, Hash Table, Sliding Window, Sorting, Counting"
MEDIUM,Maximum Points You Can Obtain from Cards,21.7,0.005789071561585528,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,"Array, Sliding Window, Prefix Sum"
MEDIUM,Car Pooling,21.7,0.0056413787305590575,https://leetcode.com/problems/car-pooling,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum"
MEDIUM,Count the Number of Fair Pairs,21.7,0.0052622950819672136,https://leetcode.com/problems/count-the-number-of-fair-pairs,"Array, Two Pointers, Binary Search, Sorting"
MEDIUM,Shortest Subarray to be Removed to Make Array Sorted,21.7,0.005133772198286926,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
HARD,Expression Add Operators,21.7,0.004335429258181945,https://leetcode.com/problems/expression-add-operators,"Math, String, Backtracking"
MEDIUM,Maximum Subarray Sum With Length Divisible by K,21.7,0.0049709868962175925,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k,"Array, Hash Table, Prefix Sum"
EASY,Filter Elements from Array,21.7,0.008555666327185957,https://leetcode.com/problems/filter-elements-from-array,
MEDIUM,Minimum Number of Operations to Move All Balls to Each Box,21.7,0.009014023823160064,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,"Array, String, Prefix Sum"
MEDIUM,Minimum Cost For Tickets,21.7,0.006743618708501535,https://leetcode.com/problems/minimum-cost-for-tickets,"Array, Dynamic Programming"
MEDIUM,Find the Prefix Common Array of Two Arrays,21.7,0.00883114295133268,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays,"Array, Hash Table, Bit Manipulation"
MEDIUM,Next Greater Node In Linked List,21.7,0.006444990388462799,https://leetcode.com/problems/next-greater-node-in-linked-list,"Array, Linked List, Stack, Monotonic Stack"
MEDIUM,Sum of Beauty of All Substrings,21.7,0.007424886820832376,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,"Hash Table, String, Counting"
MEDIUM,The k-th Lexicographical String of All Happy Strings of Length n,21.7,0.008712968296103376,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,"String, Backtracking"
HARD,Valid Number,21.7,0.0023127614490921853,https://leetcode.com/problems/valid-number,String
EASY,Backspace String Compare,21.7,0.004998352426261767,https://leetcode.com/problems/backspace-string-compare,"Two Pointers, String, Stack, Simulation"
MEDIUM,Maximum Candies Allocated to K Children,21.7,0.004987910116502513,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,"Array, Binary Search"
EASY,Minimum Cost to Move Chips to The Same Position,21.7,0.007299792330522369,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,"Array, Math, Greedy"
MEDIUM,Longest Nice Subarray,21.7,0.006481286098088909,https://leetcode.com/problems/longest-nice-subarray,"Array, Bit Manipulation, Sliding Window"
HARD,Minimum Number of Refueling Stops,21.7,0.004158713672617531,https://leetcode.com/problems/minimum-number-of-refueling-stops,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)"
EASY,Detect Capital,21.7,0.005674511822167678,https://leetcode.com/problems/detect-capital,String
MEDIUM,Find Root of N-Ary Tree,21.7,0.007861771058315335,https://leetcode.com/problems/find-root-of-n-ary-tree,"Hash Table, Bit Manipulation, Tree, Depth-First Search"
EASY,  Count Symmetric Integers,21.7,0.00830273915155642,https://leetcode.com/problems/count-symmetric-integers,"Math, Enumeration"
MEDIUM,All Nodes Distance K in Binary Tree,21.7,0.006777209505514105,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Count the Hidden Sequences,21.7,0.005673605511984168,https://leetcode.com/problems/count-the-hidden-sequences,"Array, Prefix Sum"
EASY,Find the K-th Character in String Game I,21.7,0.00816664523497954,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i,"Math, Bit Manipulation, Recursion, Simulation"
MEDIUM,Push Dominoes,21.7,0.006301205345445017,https://leetcode.com/problems/push-dominoes,"Two Pointers, String, Dynamic Programming"
MEDIUM,Longest Palindromic Subsequence,21.7,0.006559389899262166,https://leetcode.com/problems/longest-palindromic-subsequence,"String, Dynamic Programming"
EASY,Type of Triangle,21.7,0.004403046921158338,https://leetcode.com/problems/type-of-triangle,"Array, Math, Sorting"
MEDIUM,Zero Array Transformation I,21.7,0.005457917290587025,https://leetcode.com/problems/zero-array-transformation-i,"Array, Prefix Sum"
EASY,Find All K-Distant Indices in an Array,21.7,0.007725227871686839,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array,"Array, Two Pointers"
MEDIUM,Number of Matching Subsequences,21.7,0.005060927298802123,https://leetcode.com/problems/number-of-matching-subsequences,"Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting"
MEDIUM,Longest Binary Subsequence Less Than or Equal to K,21.7,0.005277573494748354,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k,"String, Dynamic Programming, Greedy, Memoization"
EASY,Find Subsequence of Length K With the Largest Sum,21.7,0.005732340449487399,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,"Array, Hash Table, Sorting, Heap (Priority Queue)"
MEDIUM,K Closest Points to Origin,21.7,0.006910616771607347,https://leetcode.com/problems/k-closest-points-to-origin,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect"
EASY,Consecutive Characters,21.7,0.00603815605606017,https://leetcode.com/problems/consecutive-characters,String
MEDIUM,Bitwise ORs of Subarrays,21.7,0.0056908940982447875,https://leetcode.com/problems/bitwise-ors-of-subarrays,"Array, Dynamic Programming, Bit Manipulation"
MEDIUM,Ways to Express an Integer as Sum of Powers,21.7,0.004979748161948168,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers,Dynamic Programming
EASY,Robot Return to Origin,21.7,0.007814392946693935,https://leetcode.com/problems/robot-return-to-origin,"String, Simulation"
MEDIUM,Count Submatrices With All Ones,21.7,0.007101605394657543,https://leetcode.com/problems/count-submatrices-with-all-ones,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
MEDIUM,Best Time to Buy and Sell Stock with Cooldown,21.7,0.0062271852904272505,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,"Array, Dynamic Programming"
MEDIUM,Find the Minimum Area to Cover All Ones I,21.7,0.007816470434815008,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i,"Array, Matrix"
EASY,Subtree of Another Tree,21.7,0.0051769558761929355,https://leetcode.com/problems/subtree-of-another-tree,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function"
EASY,Largest Triangle Area,21.7,0.007170649970510923,https://leetcode.com/problems/largest-triangle-area,"Array, Math, Geometry"
EASY,Minimum Time Visiting All Points,21.7,0.00848017548827684,https://leetcode.com/problems/minimum-time-visiting-all-points,"Array, Math, Geometry"
MEDIUM,Longest Balanced Subarray I,21.7,0.0065657385244386746,https://leetcode.com/problems/longest-balanced-subarray-i,"Array, Hash Table, Divide and Conquer, Segment Tree, Prefix Sum"
MEDIUM,Delete Nodes From Linked List Present in Array,21.7,0.006939827174798147,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array,"Array, Hash Table, Linked List"
EASY,Baseball Game,21.7,0.008063209740346751,https://leetcode.com/problems/baseball-game,"Array, Stack, Simulation"
EASY,Divide an Array Into Subarrays With Minimum Cost I,21.7,0.008058506773793751,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i,"Array, Sorting, Enumeration"
EASY,Furthest Point From Origin,21.7,0.007709915249005654,https://leetcode.com/problems/furthest-point-from-origin,"String, Counting"
EASY,Pascal's Triangle II,18.0,0.0067612465958963,https://leetcode.com/problems/pascals-triangle-ii,"Array, Dynamic Programming"
HARD,Max Points on a Line,18.0,0.0030936027448518174,https://leetcode.com/problems/max-points-on-a-line,"Array, Hash Table, Math, Geometry"
EASY,Number of 1 Bits,18.0,0.007701570697375701,https://leetcode.com/problems/number-of-1-bits,"Divide and Conquer, Bit Manipulation"
MEDIUM,Range Sum Query 2D - Immutable,18.0,0.0058483139508564265,https://leetcode.com/problems/range-sum-query-2d-immutable,"Array, Design, Matrix, Prefix Sum"
HARD,Burst Balloons,18.0,0.00637593521318069,https://leetcode.com/problems/burst-balloons,"Array, Dynamic Programming"
MEDIUM,Integer Break,18.0,0.006242182058854887,https://leetcode.com/problems/integer-break,"Math, Dynamic Programming"
HARD,All O`one Data Structure,18.0,0.004434144965286984,https://leetcode.com/problems/all-oone-data-structure,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Minimum Genetic Mutation,18.0,0.005682356958582288,https://leetcode.com/problems/minimum-genetic-mutation,"Hash Table, String, Breadth-First Search"
MEDIUM,Minimum Number of Arrows to Burst Balloons,18.0,0.006158558044637866,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,"Array, Greedy, Sorting"
MEDIUM,Find Bottom Left Tree Value,18.0,0.007238905679405689,https://leetcode.com/problems/find-bottom-left-tree-value,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Sales Person,18.0,0.006606079334756714,https://leetcode.com/problems/sales-person,Database
MEDIUM,Maximum Length of Repeated Subarray,18.0,0.005143360223781813,https://leetcode.com/problems/maximum-length-of-repeated-subarray,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function"
MEDIUM,Delete and Earn,18.0,0.005730985926106407,https://leetcode.com/problems/delete-and-earn,"Array, Hash Table, Dynamic Programming"
MEDIUM,Network Delay Time,18.0,0.00607705535158247,https://leetcode.com/problems/network-delay-time,"Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Shortest Path"
EASY,Find Smallest Letter Greater Than Target,18.0,0.005932655355054337,https://leetcode.com/problems/find-smallest-letter-greater-than-target,"Array, Binary Search"
MEDIUM,Partition Labels,18.0,0.008192565841716867,https://leetcode.com/problems/partition-labels,"Hash Table, Two Pointers, String, Greedy"
MEDIUM,Hand of Straights,18.0,0.005812368560150249,https://leetcode.com/problems/hand-of-straights,"Array, Hash Table, Greedy, Sorting"
MEDIUM,Spiral Matrix III,18.0,0.008459327051466639,https://leetcode.com/problems/spiral-matrix-iii,"Array, Matrix, Simulation"
EASY,Find the Town Judge,18.0,0.005086212685661626,https://leetcode.com/problems/find-the-town-judge,"Array, Hash Table, Graph Theory"
EASY,Find Common Characters,18.0,0.007473216087103713,https://leetcode.com/problems/find-common-characters,"Array, Hash Table, String"
MEDIUM,Construct Binary Search Tree from Preorder Traversal,18.0,0.008435553063143168,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree"
MEDIUM,Partition Array for Maximum Sum,18.0,0.007745218513779362,https://leetcode.com/problems/partition-array-for-maximum-sum,"Array, Dynamic Programming"
MEDIUM,Longest String Chain,18.0,0.0063169084262702825,https://leetcode.com/problems/longest-string-chain,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
EASY,Project Employees I,18.0,0.006689584848225448,https://leetcode.com/problems/project-employees-i,Database
EASY,N-th Tribonacci Number,18.0,0.006315637564905282,https://leetcode.com/problems/n-th-tribonacci-number,"Math, Dynamic Programming, Memoization"
MEDIUM,Balance a Binary Search Tree,18.0,0.008628824273072062,https://leetcode.com/problems/balance-a-binary-search-tree,"Divide and Conquer, Greedy, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
EASY,Find Users With Valid E-Mails,18.0,0.0035675671225013582,https://leetcode.com/problems/find-users-with-valid-e-mails,Database
EASY,Special Array With X Elements Greater Than or Equal X,18.0,0.0066873408907019575,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,"Array, Binary Search, Sorting"
MEDIUM,Minimum Deletions to Make String Balanced,18.0,0.006819178343341912,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,"String, Dynamic Programming, Stack"
EASY,Richest Customer Wealth,18.0,0.008874486302938724,https://leetcode.com/problems/richest-customer-wealth,"Array, Matrix"
MEDIUM,Delete the Middle Node of a Linked List,18.0,0.006094183587920517,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,"Linked List, Two Pointers"
MEDIUM,Maximum Twin Sum of a Linked List,18.0,0.008324272747682736,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,"Linked List, Two Pointers, Stack"
EASY,Left and Right Sum Differences,18.0,0.008964133612822339,https://leetcode.com/problems/left-and-right-sum-differences,"Array, Prefix Sum"
EASY,To Be Or Not To Be,18.0,0.006337269136626613,https://leetcode.com/problems/to-be-or-not-to-be,
EASY,Return Length of Arguments Passed,18.0,0.009448163610615562,https://leetcode.com/problems/return-length-of-arguments-passed,
EASY,Find Common Elements Between Two Arrays,18.0,0.008458480429777437,https://leetcode.com/problems/find-common-elements-between-two-arrays,"Array, Hash Table"
EASY,Final Value of Variable After Performing Operations,18.0,0.009060803209585383,https://leetcode.com/problems/final-value-of-variable-after-performing-operations,"Array, String, Simulation"
MEDIUM,Range Sum of Sorted Subarray Sums,18.0,0.006304776112413745,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum"
HARD,Guess the Word,18.0,0.0036681743870377475,https://leetcode.com/problems/guess-the-word,"Array, Math, String, Interactive, Game Theory"
HARD,Strange Printer,18.0,0.006095576527967843,https://leetcode.com/problems/strange-printer,"String, Dynamic Programming"
EASY,Meeting Rooms,18.0,0.005947137761784554,https://leetcode.com/problems/meeting-rooms,"Array, Sorting"
HARD,Trapping Rain Water II,18.0,0.0064097456255593,https://leetcode.com/problems/trapping-rain-water-ii,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
EASY,Minimum Bit Flips to Convert Number,18.0,0.008792611486265145,https://leetcode.com/problems/minimum-bit-flips-to-convert-number,Bit Manipulation
MEDIUM,Find the Longest Substring Containing Vowels in Even Counts,18.0,0.007559458684313953,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts,"Hash Table, String, Bit Manipulation, Prefix Sum"
MEDIUM,Search Suggestions System,18.0,0.006518429894383477,https://leetcode.com/problems/search-suggestions-system,"Array, String, Binary Search, Trie, Sorting, Heap (Priority Queue)"
MEDIUM,Count Servers that Communicate,18.0,0.007354586577894975,https://leetcode.com/problems/count-servers-that-communicate,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix, Counting"
MEDIUM,Number of Ways to Arrive at Destination,18.0,0.0037536144603449017,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,"Dynamic Programming, Graph Theory, Topological Sort, Shortest Path"
MEDIUM,Design a Todo List,18.0,0.005982083166198689,https://leetcode.com/problems/design-a-todo-list,"Array, Hash Table, String, Design, Sorting"
